Job Title,Company Name,Location,Salary,Job Classification,Job Sub Classification,Facility,Posted Date,Job Type,Job Description,More Detail,Job ID,Job Sub Category,period_of_salary,Compensation,salary_currency
Data Analyst Staff,PT PANGAN LESTARI,Surabaya,not_written,Teknologi Informasi Komunikasi,Pengembangan Administrasi Database,Not Written,2024-03-17,Full time,"Qualification : Bachelor's Degree on Statistics, Maths, Computer Science, Accounting or related field. Have good analytical thinking, communication skills, teamwork and learning skills. Proactive, conscientious, and results-oriented. Willing to be based in Surabaya. Job Description : Compiling, analyzing and reporting sales data. Contribute to developed of sales plans and objective. Monitoring and evaluating sales performance",https://www.jobstreet.co.id/id/job/74293682?type=standout&ref=search-standalone,74293682,DATA,not_written,not_written,not_written
Credit Analyst Mobil Bontang,PT KB FINANSIA MULTI FINANCE,Bontang,not_written,Perbankan Layanan Finansial,Kredit,Not Written,2024-03-18,Full time,"Deskripsi Pekerjaan:Melakukan analisis kredit calon debitur berdasarkan data pengajuan kredit yang telah diinput oleh bagian marketingBekerjasama dengan tim marketing dan tim credit lain untuk melengkapi berkas calon debitur, agar dapat dianalisa dengan lebih akuratMengelola dan melakukan analisa data kuantitatif dan kualitatif untuk mengevaluasi kelayakan kreditKualifikasi :Memiliki pengalaman minimal 2 tahun sebagai Credit Analyst di Industri Finansial (Leasing/Perbankan/Multi Finance)Detail orientedMemiliki kemampuan analisa 5CMenguasai Microsoft ExcelMemiliki SIM dan kendaraanLebih disukai pelamar domisili di area Kalimantan Timur atau Bontang",https://www.jobstreet.co.id/id/job/74521355?type=standard&ref=search-standalone,74521355,DATA,not_written,not_written,not_written
Trading Analyst,NOT WRITTEN,Jakarta Selatan,not_written,Penjualan,Pengembangan Bisnis Baru,Reimburse Parkir Bpjs Kesehatan Bpjs Ketenaga Kerjaan Thr,2024-03-17,Kontrak,"Job Description:Analys commodities supply/demand, especially on local Indonesia corn and its substitute.Create the internal report on market flow movement, price analysis and competitor movement.Work closely with trading desk to tailor the research and analysis in accordance to business requirements.Provide the risk management ideas.Coordinate the flow of information from units/region and linked it to the SND analysis.Other Ad-hoc duties.Requirements:Minimum S1 graduate majoring in Economic, Agribusiness, Statistic, Industrial Engineering, Statistic, Management, and any related major.Minimum 1 year experience as Analyst.Proficient to operate Microsoft Excel.Proficient in analyze data.Being able to operate SAP software will be an advantage.Thorough, honest and hardworking.",https://www.jobstreet.co.id/id/job/74087577?type=standout&ref=search-standalone,74087577,DATA,not_written,not_written,not_written
Data Engineer,PT NOMURA RESEARCH INSTITUTE INDONESIA,Jakarta Raya,16666666.5,Teknologi Informasi Komunikasi,Pengembangan Administrasi Database,Not Written,2024-03-16,Kontrak,"About your responsibilities for the Role:Perform data exploration, data cleaning, data imputation, and feature engineering on unstructured and structured data.Build the infrastructure for optimal extraction, transformation, and loading (ETL) of data from a wide variety of data sources.Develop and maintain optimal data pipeline architecture for training statistical and machine learning models such as regression and classification.Develop and maintain evaluations to measure the effectiveness of training data. This includes measuring the capabilities of models on a variety of tasks and domains.Collaborate with data scientists and machine learning engineers to develop a comprehensive data science/machine learning solution pipeline.Requirements:What you need to have (Minimum Qualifications):Bachelor's degree from computer science or related fields, or equivalent software engineering experience.Proficiency in Python programming language.Experience in dataset processing and feature engineering using tools such as Numpy, Pandas, and Scikit-Learn.Visualization skills using tools such as Matplotlib, Seaborn, and Bokeh.Understanding of deep learning frameworks such as Pytorch and TensorFlow.Understanding of SQL and NoSQL.Understands Hadoop / Spark / Kafka / Hive / Presto.Proficiency in source control i.e. Git.Preferred:What would make you stand out from the crowd (Preferred Qualifications):Deep understanding of Object-Oriented Programming (OOP) concepts such as inheritance, delegation, and abstract class.Understanding of cloud-native technologies such as AWS, GCP, and Azure.Experience in using Docker.Experience in using AWS services such as S3, EC2, Glue, Sagemaker.Experience in AWS Step Function and/or AWS Lambda is even better.Proficiency in Scala and Java programming languages.Enjoy iterating quickly with research prototypes and learning new technologies.",https://www.jobstreet.co.id/id/job/74023083?type=standout&ref=search-standalone,74023083,DATA,month,not_written,IDR
Data Analyst Retail Industry,PT STAR MAJU SENTOSA,Jakarta Timur,not_written,Penjualan,Analisis Pelaporan,Not Written,2024-03-09,Full time,"To assist the superior in maintaining Master database for Merchandising, Store Operation & E-commerceIn a timely manner to properly input, monitor & give feedback to Merchandising & Store Operation repricing (regular & promo), margin & shrinkageTo be responsible for all data input to ensure smooth operation during regular as well as during promotionPerforms other related duties as assignedJOB REQUIREMENT :Diploma / Bachelor’s degreeMinimum 2 years of working experience in a related position, preferably in Retail IndustryExcellent communication skillsPro-active, energetic and ability to work in a fast-moving environmentAbility to work in close coordination and collaborate with the other departmentsMust be able to work accurately with great attention to detail\Proficiency in Microsoft Office, specially Excel processing dataFamiliar with social media",https://www.jobstreet.co.id/id/job/74330796?type=standout&ref=search-standalone,74330796,DATA,not_written,not_written,not_written
Data Entry,PT PERMATA ANUGERAH YALAPERSADA,Gayungan,not_written,Administrasi Dukungan Perkantoran,Entri Data Pengolahan Kata,Not Written,2024-03-10,Full time,"Job Desc:
• Menginput dan mengelola data, termasuk data pelanggan, produk, dan keuangan.
• Membuat laporan, seperti laporan penjualan, laporan keuangan, dan laporan kinerja.
• Mengarsipkan dan mengelola dokumen, termasuk surat, kontrak, dan perjanjian.
Persyaratan minimum:
Mencari kandidat untuk bekerja pada:
Senin: Pagi, Siang
Selasa: Pagi, Siang
Rabu: Pagi, Siang
Kamis: Pagi, Siang
Jum'at: Pagi, Siang


Tidak diperlukan pengalaman kerja untuk posisi ini
Pelamar harus memiliki KTP
Tanggal mulai kerja: 12 March 2024
Gaji yang diinginkan: Rp3,500,000 per bulan",https://www.jobstreet.co.id/id/job/74343451?type=standard&ref=search-standalone,74343451,DATA,not_written,not_written,not_written
It Technical Analyst,PT SINERGI DAYA MITRA,Jakarta Pusat,12000000.0,Teknologi Informasi Komunikasi,Analis Bisnis Sistem,Basic Salary Laptop Bpjs Ketenagakerjaan Bpjs Kesehatan,2024-03-14,Kontrak,"Kualifikasi:Gelar Sarjana Ilmu Komputer/Teknologi Informasi.Memiliki pengalaman kerja minimal 2-3 tahun sebagai Analyst yang memiliki kemampuan untuk memahami kebutuhan bisnis, kebutuhan teknikal, Analisa kesenjangan system dan impact analysis.Memahami dasar-dasar proses SDLC adalah suatu keharusanMemiliki kemampuan mengidentifikasi masalah dan memecahkan masalahMemiliki kemampuan dalam database termasuk melakukan scripting database, programmingMemahami dasar-dasar sistem operasi, Jaringan dan teknologi firewallMemahami system integration menggunakan API, FTP, etc.Memiliki kemampuan komunikasi yang baik , baik secara lisan maupun tulisan karena akan bekerja dengan berbagai timMemiliki inisiatif sendiri, mampu bekerja secara mandiri, berkolaborasi dengan orang-orang di berbagai tingkatanMampu bekerja secara individu dan timMampu berbahasa Inggris dengan baikDapat bekerja dibawah tekanan Ruang Lingkup:Terlibat dalam aktivitas Project mulai dari tahapan awal sampai akhirMelakukan analisa kebutuhan bisnis, kebutuhan teknikal, Analisa kesenjangan system dan impact analysis.Melakukan assessment dan review terhadap effort yang dibutuhkan.Melakukan review teknis dan non teknis dari deliverable yang diberikan oleh vendor.Menyiapkan draft dokumentasi (teknis dan non teknis) yang diperlukan sesuai dengan prosedur and policy yang berlaku.Turut serta melakukan uji coba atau testing dan memastikan kualitas dari barang/jasa yang diberikan sesuai dengan kriteria dari perbaikan aplikasi yang diberikan vendor.Turut serta membantu atau melakukan proses SDLC yang sudah diterapkan.Menyiapkan usulan rancangan pelaksanaan kegiatan project dan meminta persetujuan dari pimpinan dan tim IT terkait.Menyiapkan kelengkapan dokumen project sesuai prosedur and policy yang berlaku.Melakukan koordinasi dengan tim IT dan tim terkait dalam menunjang pelaksanaan kegiatan project.Melakukan tinjauan dan memberikan umpan balik atas pelaksanaan pekerjaan teknis dalam kegiatan project.Melakukan eskalasi dan menyampaikan laporan perkembangan kegiatan project secara berkala atau berdasarkan permintaan dari pimpinan atau tim IT terkait.",https://www.jobstreet.co.id/id/job/74452388?type=standout&ref=search-standalone,74452388,DATA,month,not_written,IDR
Map Analyst Labelling Team,PT SPIRE INDONESIA,Jakarta Raya,5400000.0,Konsultasi Strategi,Lainnya,Not Written,2024-03-17,Kontrak,"About UsOur dedicated team across the globe will go above and beyond delivering high-quality of work that makes difference to our clients. With strongly integrated operation across Asia and beyond, we make sure that projects are manages seamlessly and effectively. Job SummaryWe are seeking a meticulous and detail-oriented professional to join our team as Map Analyst / Labeller. In this role you will be responsible for labelling machine learning data, ensuring the quality of maps, and meticulously identify land use in various geographical areas. Key ResponsibilitiesLabel machine learning data.Complete map reviews and deforestation reviews.Build a deep understanding of local crops by collecting datasets and compiling information.Complete tasks in a detailed and timely manner Work with QCO to meet weekly goals and quality benchmarks.Create high quality data.RequirementsVocational school diploma preferably majoring in multimedia / Diploma 3 in a relevant field.Basic Photoshop. Proficiency in English (conversation).Computer skill.Have a patient and meticulous character.Good to Have Qualifications:Mapping / GIS Background (e.g. QGIS, MapInfo)Forestry / agricultural / coffee knowledge",https://www.jobstreet.co.id/id/job/74141064?type=standout&ref=search-standalone,74141064,DATA,month,not_written,IDR
Data Entry,PT LINGGARJATI PERKASA,Wonokromo,not_written,Administrasi Dukungan Perkantoran,Entri Data Pengolahan Kata,Not Written,2024-03-09,Full time,"Mengumpulkan data dan memasukan informasi ke dalam database
Memastikan akurasi data3. Memperbarui Database Jika Diperlukan
Melakukan Backup Informasi Secara Rutin
Mencari Data Secara Cepat
Memilah dan Mengatur Kembali Dokumen Setelah Data Entry

Persyaratan minimum:
Mencari kandidat untuk bekerja pada:
Senin: Pagi, Siang, Sore
Selasa: Pagi, Siang, Sore
Rabu: Pagi, Siang, Sore
Kamis: Pagi, Siang, Sore
Jum'at: Pagi, Siang, Sore


Tidak diperlukan pengalaman kerja untuk posisi ini
Pelamar harus memiliki KTP
Tanggal mulai kerja: 10 April 2024
Gaji yang diinginkan: Rp5,000,000 per bulan",https://www.jobstreet.co.id/id/job/74331520?type=standard&ref=search-standalone,74331520,DATA,not_written,not_written,not_written
Sbs Commodity Management Operations Analyst,PT LOUIS DREYFUS COMPANY INDONESIA,Jakarta Pusat,not_written,Manufaktur Transportasi Logistik,Analisis Pelaporan,Not Written,2024-03-14,Full time,"Responsibilities :Contract Life Cycle management:Daily trade confirmation monitoring & reconciliation (completeness/coherence check)Daily contract document reception / issuing monitoring & signature follow-upClosing of fully executed trades and follow up of accrual ageing2. Invoicing & Cash management:Daily invoice booking (Goods, Transport, Logistic Services, Claims, Broker commission)Timely and Efficient Payments: Process payments promptly and efficiently to vendors and suppliers.Original invoices must be obtained and archived for 10 years in compliance with local government policy.Each invoice copy is accompanied by sets of supporting documents, aiding in validation. User ensures any missing documents or corrections are obtained from the supplier/vendor.Ageing balance monitoring3. Master data management:Collect & Verify mandatory documents related to Secondary cost counterparty creations / updatesCollect & Verify mandatory documents related to bank account creations / updates Requirements :Holds min. Accounting degree or equivalentHave experience (minimum 3 years) in accounting or within an international trading environmentExcel proficiency and ability to adapt to new IT systems (prerequisite)Self-starter with ability to work independently and to take initiativesVery good attention to detailExcellent verbal and written communication skills in English LanguageTeam player",https://www.jobstreet.co.id/id/job/74448738?type=standout&ref=search-standalone,74448738,DATA,not_written,not_written,not_written
Database Administrator,PT XSIS MITRA UTAMA RECRUITMENT CENTER,Jakarta Raya,not_written,Teknologi Informasi Komunikasi,Pengembangan Administrasi Database,Not Written,2024-03-17,Full time,"Requirements :A bachelor's degree in computer science, information technology, or similar.2 years of experience as an IT Database Administrator.Experience with maintenance of a distributed Oracle Database System.Experience in all aspects of Oracle implementation.Minimum of three (3) year’s experience supporting an Oracle / SQL database accessed via a web application.Experienced with Oracle Middleware Administration.OCP in 11g is required; 12c preferred. Responsibilty :Providing First Level Support and Maintenance for Oracle Database.Purpose regular health check service is to check Database system functionality.Upgrade firmware and other patches if needed by the systemsCommunicate with principal for next level of SupportParticipates in client/project meeting(s) for highly complex project definition, needs assessment and design review.Evaluates the needs and requirements of the users and provides technical expertise in the development of technical, structural and organizational specifications.Determine appropriateness of data for storage and optimum storage organization.Designs, develops and integrates highly complex database systems for internal and external users/clients.Creates, documents and implements standards and/or complex modeling to monitor and enhance the capacity and performance of the database.Codes complex programs and derives logical processes on technical platforms.Performs complex analyses and reviews applications being released into production.Develops and oversees the implementation of test application code in client server environments to ensure that software conforms to build management practices.Remains abreast of and analyzes new and emerging technologies and tools for applicability to the field.Prepares recommendations and presentation to management.Provides leadership and work guidance to less experienced personnel.",https://www.jobstreet.co.id/id/job/74091328?type=standout&ref=search-standalone,74091328,DATA,not_written,not_written,not_written
It Analyst,ERAJAYA GROUP,Jakarta Barat,not_written,Teknologi Informasi Komunikasi,Analis Bisnis Sistem,Not Written,2024-03-13,Full time,Requirements :Bachelor degree from Information TechnologyUnderstand using Laravel & SQLFresh graduate are welcome to applyGood analyticals thinking,https://www.jobstreet.co.id/id/job/74411247?type=standard&ref=search-standalone,74411247,DATA,not_written,not_written,not_written
Master Data Manager Permanent,PZ CUSSONS INDONESIA,Jakarta Selatan,not_written,Teknologi Informasi Komunikasi,Manajemen Program Proyek,Leading Market For Baby Product In Indonesia,2024-03-12,Full time,"Develop and maintain a global master data management form following the update of MDM processes.Maintain form configuration in regular basisBug fixing on issues or errors due to MDM form failureProvide user training, including the training documentation for the new updated MDM form.Work together with the MDM operation team and other global MDM automation teams on solving issues or designing ideas around data automation.Advise the MDM customer and MDM operation team for any MDM automation service issue—problem-solvingMaking sure that all the automation processes follows global MDM data governance and controlInvolve in every discussion with the business or project that requires master data automationThe MDM Automation Manager is responsible for global master data entry and maintenance process to ensure its quality, accuracy, and integrity.The MDM Automation Manager oversees the development, use of data and relevant systems, ensuring effective data management, and secure procedures for automation process.This role involves working closely with various departments, such supply chain, sales, applications engineering, and customer service with assist from The Operational MDM team.Assist in data extraction and mining to provide the business or project teams insights and recommendations to drive master data related decisions.Cooperate with Global Head of Data in evaluation, selection, and implementation of MDM solutions that best meet business requirements.Requirement:Fluent in EnglishSAP FICO and SD Knowledge (SAP Master Data Expert Preferred)University graduate degree with a technical or science disciplineVBA and VBA.net languageFluent in using Microsoft Excel including Macro and Microsoft Power QueryMicrosoft Power AppsMicrosoft Power AutomateMicrosoft OutlookMicrosoft 365 productsSharePointERP knowledgeTechnical/Professional Experience:More than 3 years of working experience using ERP systems (SAP Preferred)Experience in successfully working in cross-functional teamsStrong numerical, analytical, and problem-solving skillsPZ Cussons is proud to be an equal opportunity workplace and is committed to creating a diverse environment. We recruit and reward talent based on capability and performance — regardless of race, color, religion, gender, national origin, genetics, or age.PZ Cussons is big enough to make your mark, small enough to make it yours. Thank You for Apply to join us!",https://www.jobstreet.co.id/id/job/74370448?type=standout&ref=search-standalone,74370448,DATA,not_written,not_written,not_written
Etl Developer Data Analytic Developer Supervisor,CIPUTRA GROUP,Jakarta Selatan,13500000.0,Teknologi Informasi Komunikasi,Teknik Perangkat Lunak,Not Written,2024-03-12,Full time,"What You Will DoResponsible for developing and maintaining software in accordance with company objectives and user needs.Design and create code for layer application and layer database.Analyzing and implementing changes to software for system error correction, maintenance, and development.Mantain software quality by considering user-friendly, user-experience, speed performance, and system reliability.Conducting tests on the results of software development or maintenance. A. Technical Skills1. General SkillsAbility to understand and analyze complex systems.Proficiency in algorithms, analysis for decision-making, and problem-solving.Posses analytical abilities to identify the underlying issues from strategic, business, and system viewpoints.Strong team player who maintains integrity and demonstrates attention to detail.Good interpersonal, communication, and organizational skills.Open-minded, critical thinking, dynamic, and proactive mindset. 2. Specific SkillsMinimum 3 years of experience working as an ETL Developer developing, maintaining, and managing RDBMS including creating script, store-procedure, and SQL Query.Create and maintain optimal data pipeline architecture for integrating data through ETL tools (SSIS, Pentaho, Talend).Build data ingestion workflow for data warehouse/data marts/operational data store.Have knowledge and experience in database design and database construction.Strong understanding and experience in creating SQL script and enhancing SQL queries (SQL tuning).",https://www.jobstreet.co.id/id/job/74384300?type=standard&ref=search-standalone,74384300,DATA,month,not_written,IDR
Credit Analyst Staff Fintech,PT LUMBUNG DANA INDONESIA,Tangerang,5050000.0,Perbankan Layanan Finansial,Analisis Pelaporan,Not Written,2024-03-14,Kontrak,"Lumbung Dana adalah perusahaan Fintech -  Peer to Peer (P2P) Lending.Lumbung Dana mempertemukan pendana dan peminjam dengan inovasi teknologi yang kami ciptakan menjangkau dan memberikan layanan akses keuangan yang aman, mudah dan nyaman serta memberikan kesempatan yang merata kepada seluruh lapisan masyarakat dalam mewujudkan mimpi dan menciptakan pembangunan ekonomi yang berkelanjutan dan berkualitas.Ingin tahu lebih banyak tentang Lumbung Dana?Silakan akses laman kami di https://www.lumbungdana.co.id Tanggung Jawab PekerjaanMenganalisa kelayakan kredit dari calon nasabah secara benar, terstruktur, dan objektif,Mengecek riwayat kredit dari calon nasabah,Melakukan verifikasi data calon nasabah melalui telepon,Melakukan verifikasi kelengkapan dan keaslian informasi yang disampaikan oleh pengguna aplikasi pinjaman,Bertanggung jawab untuk persetujuan dan penolakan pinjaman,Melakukan follow up informasi dari dan kepada calon nasabah,Melaksanakan tugas-tugas seperti yang diinstruksikan oleh Atasan Langsung atau Manajemen,Melaporkan setiap pekerjaan kepada Atasan Langsung atau Manajemen,Dapat membuat atau memberikan saran terbaik untuk SOP yang berlaku dari sisi Credit Analyst,Bekerja sama dengan tim terkait untuk memastikan keberhasilan operasional dan kepatuhan Perusahaan. KualifikasiUsia minimal 20-30 tahun,Minimal lulusan SMA / sederajat,Memiliki pengalaman minimal 1 tahun sebagai Credit Analyst di perusahaan Fintech/P2P, Bank,Dapat berkomunikasi dengan baik dan bertutur kata sopan,Memiliki kemampuan eksekusi yang kuat, ketelitian, berorientasi pada detail, dan dapat bekerja dibawah tekanan,Memiliki kemampuan untuk melakukan banyak pekerjaan dalam waktu singkat (multitasking),Berorientasi pada target,Memiliki pengendalian diri dan kecerdasan emosi dalam menghadapi masalah,Memiliki kemampuan dalam penanganan resiko kredit tertentu,Dapat mematuhi seluruh Peraturan Perusahaan, dan Regulasi yang berlaku.",https://www.jobstreet.co.id/id/job/74431350?type=standout&ref=search-standalone,74431350,DATA,month,not_written,IDR
Database Administrator Oracle,PT VISIONET DATA INTERNASIONAL,Jakarta Raya,not_written,Teknologi Informasi Komunikasi,Pengembangan Administrasi Database,Not Written,2024-03-15,Full time,"Job Descriptions:Daily Activity Monitoring (Database Performance, Log, Database Activity)Response for request (Create, Update, Delete), incident & problemTuning Oracle Database Performance and Manage (Create, Update, Delete) Oracle Database Backup and Database AdministrationRecovery, Troubleshoot and Planning on capacity for Oracle DatabaseCreate Oracle Database Report (Daily/Weekly/Monthly)Work with the application teamRequirements:Minimum Bachelor DegreeHaving at least 2-4 years experience in as Oracle Database AdministratorExperience on implementing, Tuning, and Migrate Oracle Database Proficient in Oracle Database, DC-DR, Good Understanding of Concept and RDMS Architecture and other RDMS such as (Postgre, MySQL, MSSQL)Good Understanding with LINUX and Windows Operating SystemFamiliar with Database Migration Tools and GCP as a Cloud environment.Experience in Oracle Database Backup and Manage Oracle Cluster Preferably own the Oracle Certified Associate Willing to be placed at JabodetabekWilling to work in shift (24x7)",https://www.jobstreet.co.id/id/job/74459989?type=standard&ref=search-standalone,74459989,DATA,not_written,not_written,not_written
It Data Scientist,PT JAPFA COMFEED INDONESIA TBK,Jakarta Selatan,not_written,Sains Teknologi,Matematika Statistik Teknik Informasi,Not Written,2024-03-09,Full time,"The ideal candidate will use their passion for AI, machine learning and analytics to provide insights to the business covering a range of topics. They will be responsible for conducting both recurring and ad hoc analysis for business users. Responsibilities :Understand the day-to-day issues that our business faces, which can be better understood with dataCompile and analyze data related to business' issuesPerform tasks such as data exploration, cleaning, verifying of data, and feature engineeringBuilding predictive modelsEnhancing the data collection processAnalyzing data for trends and patterns and to find answers to specific questionsDevelop clear visualizations to convey complicated data in a straightforward fashionQualifications :Bachelor's or Master's degree in Statistics or Applied Mathematics or equivalent experience, GPA minimum 3.01 - 3 years of Data Analysis experience, Fresh Graduates are welcomeStrong mathematical & numeracy skillsIntermediate understanding of databases such as SQL Server, Oracle and SAP.Understanding of reporting & data visualization tools such as Qlik and Tableau.Excellent analytical skills - the ability to identify trends, patterns and insights from data",https://www.jobstreet.co.id/id/job/74322631?type=standout&ref=search-standalone,74322631,DATA,not_written,not_written,not_written
Digital Marketing Analyst,PT BANTU BANTU TEKNOLOGI,Jakarta Barat,9000000.0,Pemasaran Komunikasi,Penelitian Analisis Pasar,Not Written,2024-03-15,Full time,"PT BANTU BANTU TEKNOLOGIOPEN RECRUITMENTDIGITAL MARKETING ANALYSTKualifikasi :- Pria/Wanita max usia 45 tahun- minimal 2 tahun pengalaman dibidang Marketing Digital Analist / Performance Diginal Marketing - Familiar dengan cara kerja SEO dan SEM- mengerti tentang Meta ads, Google ads dan tiktok ads- Memahami dalam penggunan tools dalam membuat laporan analist iklan serta fasih membuat laporan excel- Paham penggunakan keyword dan trend- Mampu berkreasi dalam memberi ide dan masukan ke konten kreator- wajib mampu berbahasa inggris baik lisan maupun tulisan, (dapat berbahasa mandarin point plus)- bersedia ditraining di luar daerah atau luar negeri china jika diperlukanstart gaji 8 jt gross dan akan naik bertahap sesuai kemampuanlokasi kantor jakarta baratApply email to :[email protected]",https://www.jobstreet.co.id/id/job/74477625?type=standard&ref=search-standalone,74477625,DATA,month,not_written,IDR
Data Entry,CV LIGA UTAMA,Modung,not_written,Administrasi Dukungan Perkantoran,Entri Data Pengolahan Kata,Not Written,2024-03-17,Full time,"Deskripsi Pekerjaan Data Entry adalah sebagai berikut: 

Mempersiapkan dan mengatur dokumen sebelum memasukkan data ke dalam komputer.
• Memasukkan data ke dalam database perusahaan.
• Memeeriksa dan memverifikasi keakuratan informasi yang dimasukkan ke dalam database.
• Membuat perubahan pada informasi yang tidak lengkap.
• Mencadangkan data sebagai bagian dari rencana kontigensi.

Persyaratan minimum:
Tersedia jam fleksibel
Tidak diperlukan pengalaman kerja untuk posisi ini
Pelamar harus memiliki KTP
Tanggal mulai kerja: 18 March 2024
Gaji yang diinginkan: Rp4,000,000 per bulan",https://www.jobstreet.co.id/id/job/74295414?type=standard&ref=search-standalone,74295414,DATA,not_written,not_written,not_written
Claim Analyst Non Mv,PT LIPPO GENERAL INSURANCE TBK,Tangerang,not_written,Teknik,Teknik Sipil Struktural,Not Written,2024-03-13,Full time,"Tanggung Jawab :Bertanggung jawab terhadap proses register dan pembayaran klaim asuransi non motor yang diajukan nasabah Mempersiapkan data-data klaim, baik untuk keperluan internal maupun eksternal klaimMembuat dan menyiapkan laporan-laporan (weekly, monthly, dan lainnya)Persyaratan :S1 jurusan Teknik Sipil, fresh graduate dipersilakan melamarNilai plus apabila memiliki pengalaman sebagai claim analystDetail dan teliti; memiliki kemampuan berpikir kritis dan logika yang baikMengetahui konsep/pola kerja Asuransi UmumMampu berkomunikasi dengan baik dalam bahasa Inggris",https://www.jobstreet.co.id/id/job/74414901?type=standard&ref=search-standalone,74414901,DATA,not_written,not_written,not_written
Data Analyst,PT KARYA ANUGERAH JAYA,Sidoarjo,4800000.0,Sains Teknologi,Matematika Statistik Teknik Informasi,Not Written,2024-03-17,Kontrak,"KUALIFIKASI :Lulusan S1 MIPA / Statistika / Matematika / EkonomiBerpengalaman minimal 2 tahun sebagai Data Analyst (Fresh graduate dipersilahkan melamar)Usia Maksimal 30 TahunMampu melakukan pengolahan dataMenguasai program Microsoft Office dan Familiar dengan AccurateMemiliki kemampuan komunikasi dan interpersonal yang baikJujur, teliti , berinisiatif, proaktif dan bertanggung jawabDESKRIPSI PEKERJAAN :Melakukan analisa dan interpretasi data penjualanMemenuhi setiap target pekerjaan yang diberikanMenghitung insentive team marketing setiap bulannyaMenghitung gaji karyawanMembuat, mempersiapkan, dan memperbarui kontrak kerja karyawanMembuat Laporan BulananBertanggung jawab untuk memantau hasil evaluasi dan perpanjangan kontrak karyawan. NOTE : PENEMPATAN SIDOARJO, JAWA TIMUR",https://www.jobstreet.co.id/id/job/74249050?type=standard&ref=search-standalone,74249050,DATA,month,not_written,IDR
Data Entry,PT GLOBAL SUKSES DIGITAL,Kebayoran Baru,not_written,Manufaktur Transportasi Logistik,Pembelian Pengadaan Inventaris,Not Written,2024-03-10,Full time,"Diploma (D3) or Bachelor's Degree (S1)
Fresh graduate or having experience 1-3 years are welcome
Have strong knowledge Accurate Sistem
Have strong knowledge in Ms. Office (especially on Ms. Excel)
Good numeracy and literacy skills
Ability to work in a team and individually
Excellent organizational skills and attention to detail
Good work ethic and teamwork attitude
Good time management skills
Willing to work overtime
Can join immediately
Work in jakarta Selatan
Work Monday - Saturday

Persyaratan minimum:
Tersedia jam fleksibel
Tidak diperlukan pengalaman kerja untuk posisi ini
Pelamar harus memiliki KTP",https://www.jobstreet.co.id/id/job/74342776?type=standard&ref=search-standalone,74342776,DATA,not_written,not_written,not_written
Accounting Analyst,PT LAUT TIMUR ARDIPRIMA,Balikpapan Timur,6250000.0,Akuntansi,Akuntansi Pelaporan Finansial,Business Analyst Accounting Fast Moving Consumer Goods Fmcg,2024-03-15,Full time,"About usPT Laut Timur Ardiprima merupakan perusahaan yang bergerak di bidang distribusi barang Fast Moving Consumer Goods, kami telah melayani lebih dari 1000 Customer lebih dari 40 Tahun dan Masih akan terus berkembang dengan anda sebagai Calon rekan kerja kamiQualifications & experienceAt least a Bachelor's Degree in Accounting or equivalent, minimum
IPK 3.25Preferably, at least 3 years of experience in Internal Control/Cost
Control/Budgeting/AccountingProficient in Ms. Excel & PowerPointAbility to manage and handle multiple taskDiscipline, initiative, analytical thinking, details for accuracyTasks & responsibilitiesMelakukan Pelaporan serta Analisa Profit dan Loss dari Divis terkaitMelakukan Review dan Monitoring Proses KlaimMemberikan rekomendasi untuk Cost Saving dan Achieve target profitabilityMenyiapkan perencanaan budget & Review terkait realisasinya setiap bulanMemonitor penerapan trade term&term of Payment CustomerBenefitsBPJS Kesehatan dan KetenagakerjaanJenjang Karir",https://www.jobstreet.co.id/id/job/74473242?type=standout&ref=search-standalone,74473242,DATA,month,not_written,IDR
Supply Chain Data Analyst Sr Staff Power Bi,PT SUKANDA DJAYA,Bekasi,not_written,Teknologi Informasi Komunikasi,Pengembangan Administrasi Database,Good Career Path,2024-03-17,Full time,"Responsibilities :Ensure supply chain efficiency, accuracy and keep cost downTogether with Supply Chain process owner to refine and roll-out Supply Chain Management capability development programs / modules to key Supply Chain, Operations and other key stakeholders who manage Supply Chain at Head Office, Regional, and Business UnitProvide Program Management guidelines, plan & execute Supply Chains related initiativesResearch industry standards and best practices for various supply chain processes Requirements:Bachelor's degree of Industrial Engineering, Logistics, Supply Chain Management or related degreeExcellent mathematical, analytical and forecasting skillsMust have experience in POWER BI or MACROUnderstanding of end-to-end supply chain management processes and functionsHigh familiarity with Supply Chain related systems and digital concept such as as SAP, ERP, WMS, Master Data, etcWilling to be placed in MM2100, Bekasi",https://www.jobstreet.co.id/id/job/74248639?type=standout&ref=search-standalone,74248639,DATA,not_written,not_written,not_written
