Role,Company Name,Location,Posted Date,Extracted Date,Key Skill,Job Description,More Detail
"Lead Software Engineer - EXT JS  ,  Javascript",nec software solutions  ( india )  pvt ltd,"Mumbai,  Bengaluru / Bangalore",few days ago,2024-02-16,"css  ,  software engineer  ,  html  ,  github  ,  svn  ,  team player  ,  extjs  ,  javascript  ,  ruby",NEC Software Solutions  ( India )  Private Limited! is based in Mumbai  ( Worli  & amp; Airoli )  andBangalore with an employee strength of 1300 . It is one of the foremost pr...,https://www.timesjobs.com/job-detail/lead-software-engineer-ext-js-javascript-nec-software-solutions-india-pvt-ltd-mumbai-bengaluru-bangalore-8-to-11-yrs-jobid-EoOrLuDe9LNzpSvf__PLUS__uAgZw==&source=srp
Brandmuscle Senior Software Engineer Technology Engineering,brandmuscle india pvt ltd,Bengaluru / Bangalore,1 day ago,2024-02-16,"senior software engineer  ,  t-sql  ,  sql  ,  uml  ,  microsoft .net  ,  html  ,  mvc  ,  api  ,  c#  ,  javascript  ,  software implementation  ,  .net  ,  forms","The Senior Software Engineer builds tools for our clients in small teams that design ,  build ,  and deploy new applications for their dedicated solutions. Engineers interpret...",https://www.timesjobs.com/job-detail/brandmuscle-senior-software-engineer-technology-engineering-brandmuscle-india-pvt-ltd-bengaluru-bangalore-5-to-8-yrs-jobid-ijG6rw__SLASH__TCYtzpSvf__PLUS__uAgZw==&source=srp
Lead Software Engineer  ( React ) _249108,NTT Data Vertex Software Inc.,Bengaluru / Bangalore,few days ago,2024-02-16,"lead software engineer   ,   react   ,   bridge between design system   ,   front end code   ,   unit tests   ,  security  ,  technology consulting","Lead Software Engineer  ( React ) _249108Date: Jan 12 ,  2024Location: Bangalore ,  KA ,  INCompany: NTT DATA ServicesNTT DATA Services strives to hire exceptional ,  innovati...",https://www.timesjobs.com/job-detail/lead-software-engineer-react-249108-ntt-data-vertex-software-inc-bengaluru-bangalore-5-to-8-yrs-jobid-7Rgq4XvLIKhzpSvf__PLUS__uAgZw==&source=srp
Lead Software Engineer  ( React ) _249108,NTT Data Vertex Software Inc.,Bengaluru / Bangalore,few days ago,2024-02-16,"lead software engineer   ,   react   ,   bridge between design system   ,   front end code   ,   unit tests   ,  security  ,  technology consulting","Lead Software Engineer  ( React ) _249108Date: Jan 12 ,  2024Location: Bangalore ,  KA ,  INCompany: NTT DATA ServicesNTT DATA Services strives to hire exceptional ,  innovati...",https://www.timesjobs.com/job-detail/lead-software-engineer-react-249108-ntt-data-vertex-software-inc-bengaluru-bangalore-5-to-8-yrs-jobid-Q3CQ3__SLASH__b24rlzpSvf__PLUS__uAgZw==&source=srp
OnMobile Openings | Senior Software Engineer  Data Science,OnMobile Global Ltd,Bengaluru / Bangalore,few days ago,2024-02-16,"python  ,   restful apis  ,   machine learning  ,   html5  ,   javascript   ,  senior software engineer  ,  git",Job OpeningsSenior Software Engineer  Data Science Location: Bangalore - HybridArea of Expertise: Product ManagementExperience: 03 - 06 YearsQualification: Any degree in Engin...,https://www.timesjobs.com/job-detail/onmobile-openings-senior-software-engineer-data-science-onmobile-global-ltd-bengaluru-bangalore-3-to-6-yrs-jobid-pOOj9g3lgJdzpSvf__PLUS__uAgZw==&source=srp
OnMobile Openings | Senior Software Engineer  Data Science,OnMobile Global Ltd,Bengaluru / Bangalore,few days ago,2024-02-16,"python  ,   restful apis  ,   machine learning  ,   html5  ,   javascript   ,  senior software engineer  ,  git",Job OpeningsSenior Software Engineer  Data Science Location: Bangalore - HybridArea of Expertise: Product ManagementExperience: 03 - 06 YearsQualification: Any degree in Engin...,https://www.timesjobs.com/job-detail/onmobile-openings-senior-software-engineer-data-science-onmobile-global-ltd-bengaluru-bangalore-3-to-6-yrs-jobid-EkPXkdQjICxzpSvf__PLUS__uAgZw==&source=srp
Software Engineer Principal  (  Java  /  Python  /  Ruby  /  Golang ),PROGRESS SOFTWARE,Bengaluru / Bangalore,few days ago,2024-02-16,"java   ,   python   ,   ruby   ,   golang   ,   devops   ,  docker  ,  testing tools  ,  linux  ,  software engineer  ,  software engineering  ,  infrastructure",Software Engineer Principal  (  Java  /  Python  /  Ruby  /  Golang )  RemoteBengaluruSoftware EngineeringApply nowApply nowJob Summary Were Progress  we offer the best platfo...,https://www.timesjobs.com/job-detail/software-engineer-principal-java-python-ruby-golang-progress-software-bengaluru-bangalore-8-to-12-yrs-jobid-pqup__PLUS__5BREBJzpSvf__PLUS__uAgZw==&source=srp
Software Engineer Principal  (  Java  /  Python  /  Ruby  /  Golang ),PROGRESS SOFTWARE,Bengaluru / Bangalore,few days ago,2024-02-16,"java   ,   python   ,   ruby   ,   golang   ,   devops   ,  docker  ,  testing tools  ,  linux  ,  software engineer  ,  software engineering  ,  infrastructure",Software Engineer Principal  (  Java  /  Python  /  Ruby  /  Golang )  RemoteBengaluruSoftware EngineeringApply nowApply nowJob Summary Were Progress  we offer the best platfo...,https://www.timesjobs.com/job-detail/software-engineer-principal-java-python-ruby-golang-progress-software-bengaluru-bangalore-8-to-12-yrs-jobid-73v32WNwT5pzpSvf__PLUS__uAgZw==&source=srp
FSD- Java- Lead Software Engineer I,Allstate India,Bengaluru / Bangalore,few days ago,2024-02-16,"java  ,   spring boot  ,   react js  ,   agile xp  ,   test driven development   ,  security  ,  software engineer  ,  rdbms  ,  ipm  ,  problem solving  ,  gradle  ,  consultant","FSD- Java- Lead Software Engineer IDate Opened: Dec 6 ,  2023Location: Bangalore ,  Karnataka ,  INCompany: Allstate Insurance CompanyJob DescriptionLead Consultant with 6-8 y...",https://www.timesjobs.com/job-detail/fsd-java-lead-software-engineer-i-allstate-india-bengaluru-bangalore-6-to-8-yrs-jobid-yNI6YW2FFdRzpSvf__PLUS__uAgZw==&source=srp
Senior Software Engineer - Rsuite /  Java or Java   Camunda,nec software solutions  ( india )  pvt ltd,"Mumbai,  Bengaluru / Bangalore",few days ago,2024-02-16,"rsuite  ,   java  ,   camunda  ,   c#.net  ,   agile   ,  information technology  ,  senior software engineer  ,  sql  ,  elastic search  ,  security  ,  xml  ,  rest  ,  softwaresupport","Senior Software Engineer - Rsuite /  Java or Java   CamundaFull-timeCompany DescriptionNEC Software Solutions  ( India ) On 1st July 2021 ,  Rave Technologies became NEC Softw...",https://www.timesjobs.com/job-detail/senior-software-engineer-rsuite-java-or-java-camunda-nec-software-solutions-india-pvt-ltd-mumbai-bengaluru-bangalore-0-to-7-yrs-jobid-McFIt1t2GrhzpSvf__PLUS__uAgZw==&source=srp
Software Engineer II  (  Senior Delphi Developer ),PDI Software,Bengaluru / Bangalore,few days ago,2024-02-16,"oop  ,  data structures  ,  ado  ,  eclipse  ,  fundamentals  ,  algorithms  ,  sql  ,  linux  ,  software engineer  ,  delphi  ,  c  ,  windows","If you love to design scalable fault-tolerant systems that can run efficiently with high performance and are eager to learn new technologies and develop new skills ,  then we ...",https://www.timesjobs.com/job-detail/software-engineer-ii-senior-delphi-developer-pdi-software-bengaluru-bangalore-4-to-7-yrs-jobid-c2xKFi__PLUS__YtydzpSvf__PLUS__uAgZw==&source=srp
Sr. Software Engineer  Big Data Technologies,origin hr,"Mumbai,  Pune,  Bengaluru / Bangalore",few days ago,2024-02-16,"cloudera  ,  git  ,  linux  ,  software engineer  ,  teamcity  ,  hadoop  ,  big data  ,  python  ,  ant  ,  maven  ,  team player  ,  machine learning  ,  unix",excellent knowledge of Hadoop2.0  and related Hadoop ecosystem components hands-on Cloudera expertise at chief engineer level and backed by relevant certifications Minimum 6 y...,https://www.timesjobs.com/job-detail/sr-software-engineer-big-data-technologies-origin-hr-mumbai-pune-bengaluru-bangalore-6-to-9-yrs-jobid-8PtBrwqQDvxzpSvf__PLUS__uAgZw==&source=srp
Senior Software Engineer ( Python / GoLang Programmer ),ushur technologies,Bengaluru / Bangalore,2 days ago,2024-02-16,"python  ,   golang  ,   devops  ,   restful api  ,   micro service design  ,   sql  ,   nosql  ,   aws  /  azure  /  gcp   ,  fundamentals  ,  algorithms  ,  senior software engineer  ,  linux  ,  mongodb  ,  machine learning  ,  infrastructure","Senior Software Engineer ( Python / GoLang Programmer )  Bengaluru ,  KA  / Engineering  DevOps  / Full Time /  HybridUshur is transforming the way enterprises communicate and...",https://www.timesjobs.com/job-detail/senior-software-engineer-python-golang-programmer-ushur-technologies-bengaluru-bangalore-5-to-8-yrs-jobid-31NpvI8pCUFzpSvf__PLUS__uAgZw==&source=srp
Member of Technical Staff - 3 - Software Engineer,Nutanix,Bengaluru / Bangalore,few days ago,2024-02-16,"cloud native storage   ,   disaster recovery   ,   backup solutions   ,   distributed systems   ,   microservices development    ,  c    ,  java  ,  git  ,  devops  ,  linux  ,  software engineer  ,  python  ,  unix","Member of Technical Staff - 3 - Software Engineer Engineering - India Bangalore ,  India Req.Num.: 25117Hungry ,  Humble ,  Honest with a HeartThe opportunity:Nutanix is combi...",https://www.timesjobs.com/job-detail/member-of-technical-staff-3-software-engineer-nutanix-bengaluru-bangalore-3-to-6-yrs-jobid-nDrbTwLPmTpzpSvf__PLUS__uAgZw==&source=srp
Member of Technical Staff - 3 - Software Engineer,Nutanix,Bengaluru / Bangalore,few days ago,2024-02-16,"cloud native storage   ,   disaster recovery   ,   backup solutions   ,   distributed systems   ,   microservices development    ,  c    ,  java  ,  git  ,  devops  ,  linux  ,  software engineer  ,  python  ,  unix","Member of Technical Staff - 3 - Software Engineer Engineering - India Bangalore ,  India Req.Num.: 25117Hungry ,  Humble ,  Honest with a HeartThe opportunity:Nutanix is combi...",https://www.timesjobs.com/job-detail/member-of-technical-staff-3-software-engineer-nutanix-bengaluru-bangalore-3-to-6-yrs-jobid-2h755KwsTnZzpSvf__PLUS__uAgZw==&source=srp
Senior / Staff Multi Cloud Software Engineer  ( GoLang ),Infoblox,Bengaluru / Bangalore,few days ago,2024-02-16,"golang   ,   cloud platforms   ,   networking   ,   api design and development   ,   concurrency patterns   ,  orchestration  ,  docker  ,  software engineer  ,  software engineering  ,  rest  ,  python  ,  director  ,  system architecture  ,  infrastructure","Senior / Staff Multi Cloud Software Engineer  ( GoLang )  Engineering Bangalore ,  IndiaDescriptionIts an exciting time to be at Infoblox. Named a Top 25 Cyber Security Compan...",https://www.timesjobs.com/job-detail/senior-staff-multi-cloud-software-engineer-golang-infoblox-bengaluru-bangalore-6-to-10-yrs-jobid-xUFt2IIM169zpSvf__PLUS__uAgZw==&source=srp
Granicus - Software Engineer 3 - .net  ( Req no - 884 ),granicus,Bengaluru / Bangalore,few days ago,2024-02-16,"saas development   ,   html   ,   css  ,   javascript   ,     ,  net development   ,   relational databases   ,   software testing   ,  jquery  ,  security  ,  software engineer  ,  software engineering  ,  mysql  ,  mvc  ,  entity framework  ,  .net",Software Engineer 3 - .net  ( Req no - 884 )  BengaluruEngineering  Application Development  / Full Time /  HybridThe CompanyServing the People Who Serve the PeopleGranicus is...,https://www.timesjobs.com/job-detail/granicus-software-engineer-3-net-req-no-884-granicus-bengaluru-bangalore-5-to-9-yrs-jobid-PTDH2jbA6eFzpSvf__PLUS__uAgZw==&source=srp
Granicus - Software Engineer 2- .net  ( Req no - 1152 ),granicus,Bengaluru / Bangalore,few days ago,2024-02-16,"saas development   ,   test driven software   ,   html  ,   css  ,   javascript   ,     ,  net and related frameworks   ,   relational databases   ,  jquery  ,  security  ,  software engineer  ,  software engineering  ,  mysql  ,  mvc  ,  entity framework  ,  .net",Software Engineer 2- .net  ( Req no - 1152 )  BengaluruEngineering  Application Development  / Full Time /  HybridThe CompanyServing the People Who Serve the PeopleGranicus is...,https://www.timesjobs.com/job-detail/granicus-software-engineer-2-net-req-no-1152-granicus-bengaluru-bangalore-3-to-6-yrs-jobid-ZqGs__SLASH__nCsALpzpSvf__PLUS__uAgZw==&source=srp
Senior Software Engineer - Oracle Pl sql,nec software solutions  ( india )  pvt ltd,"Mumbai,  Bengaluru / Bangalore",few days ago,2024-02-16,"pl  /  sql programming   ,   database packages   ,   stored procedures   ,   functions   ,   unit test cases   ,  oracle pl  ,  lld  ,  senior software engineer  ,  triggers  ,  xml  ,  html",Senior Software Engineer - Oracle Pl sqlFull-timeCompany DescriptionNEC Software Solutions  ( India )  Private Limited! is based in Mumbai  ( Worli  & amp; Airoli )  andBangal...,https://www.timesjobs.com/job-detail/senior-software-engineer-oracle-pl-sql-nec-software-solutions-india-pvt-ltd-mumbai-bengaluru-bangalore-5-to-10-yrs-jobid-nWGMkn39I8dzpSvf__PLUS__uAgZw==&source=srp
Software Engineer  C    &  Machine Vision,CYBERNETYX,Bengaluru / Bangalore,few days ago,2024-02-16,"algorithms  ,  c    ,  conference  ,  machine vision  ,  git  ,  linux  ,  software engineer  ,  multithreading  ,  api  ,  technical skills  ,  image processing  ,  problem solving  ,  windows","Software Engineer  C    &  Machine Vision Bengaluru ,  IndiaWhy join us? We are a group of passionate techies ,  creative artists and a bunch of live wires working together to...",https://www.timesjobs.com/job-detail/software-engineer-c-machine-vision-cybernetyx-bengaluru-bangalore-2-to-5-yrs-jobid-A1Y6Rqh5XnJzpSvf__PLUS__uAgZw==&source=srp
"Senior Software Engineer ,  Cloud Backend ,  India",evertz microsystems,Bengaluru / Bangalore,few days ago,2024-02-16,"python programming   ,   api design   ,   aws cloud computing   ,   microservices architectures   ,   nosql databases   ,  senior software engineer  ,  java  ,  iptv  ,  satellite  ,  mongodb  ,  rest  ,  infrastructure  ,  gateway","Senior Software Engineer ,  Cloud Backend ,  India Department: India Office Location: Bengaluru ,  Karnataka ,  India Were looking for talented and passionate developers and a...",https://www.timesjobs.com/job-detail/senior-software-engineer-cloud-backend-india-evertz-microsystems-bengaluru-bangalore-6-to-9-yrs-jobid-9QmUnX4IMM1zpSvf__PLUS__uAgZw==&source=srp
"Staff Software Engineer-c# ,  NodeJS ,  Angular",Ivanti,Bengaluru / Bangalore,3 days ago,2024-02-16,"software development   ,   cloud development   ,   communication skills   ,   problem solving   ,   learning new technologies   ,  css  ,  docker  ,  sql  ,  devops  ,  debugging  ,  software engineer  ,  html  ,  mongodb  ,  c#  ,  rest  ,  cloud services  ,  microsoft azure  ,  ado  ,  visual studio  ,  nosql",Join our teamLooking for more than just a job? We like developing our people just as much as we like developing great products.Ivanti is a global leader in IT systems and secu...,https://www.timesjobs.com/job-detail/staff-software-engineer-c-nodejs-angular-ivanti-bengaluru-bangalore-10-to-13-yrs-jobid-__SLASH__s1ACHwhxelzpSvf__PLUS__uAgZw==&source=srp
"Senior  /  Lead Software Engineer  ( pc ,  iics )",Informatica,Bengaluru / Bangalore,few days ago,2024-02-16,"informatica product knowledge   ,   troubleshooting   ,   database administration   ,   cloud ecosystems   ,   etl and data management   ,  fundamentals  ,  data warehousing  ,  sql  ,  postgresql  ,  debugging  ,  software engineer  ,  oracle  ,  windows  ,  unix  /  linux","Job Number36552Primary Location: Bangalore ,  Karnataka INExperience Level: Mid-Senior LevelTravel Requirement: Up to 25 PERCENT Build Your Career at InformaticaWe're looking ...",https://www.timesjobs.com/job-detail/senior-lead-software-engineer-pc-iics-informatica-bengaluru-bangalore-2-to-8-yrs-jobid-FTg4dvEUMfpzpSvf__PLUS__uAgZw==&source=srp
"Senior  /  Lead Software Engineer  ( pc ,  iics )",Informatica,Bengaluru / Bangalore,few days ago,2024-02-16,"informatica product knowledge   ,   troubleshooting   ,   database administration   ,   cloud ecosystems   ,   etl and data management   ,  fundamentals  ,  data warehousing  ,  sql  ,  postgresql  ,  debugging  ,  software engineer  ,  oracle  ,  windows  ,  unix  /  linux","Job Number36552Primary Location: Bangalore ,  Karnataka INExperience Level: Mid-Senior LevelTravel Requirement: Up to 25 PERCENT Build Your Career at InformaticaWe're looking ...",https://www.timesjobs.com/job-detail/senior-lead-software-engineer-pc-iics-informatica-bengaluru-bangalore-2-to-8-yrs-jobid-ZAxitkesFktzpSvf__PLUS__uAgZw==&source=srp
Senior Software Engineer  /  Team Lead  Bengaluru,2Soft Solutions Pvt. Ltd.,Bengaluru / Bangalore,few days ago,2024-02-16,"ecommerce development   ,   java  /  jee development   ,   sql   ,   soap   ,   xml   ,  senior software engineer  ,  j2ee developer  ,  security  ,  wsdl  ,  application support  ,  project delivery","Position Senior Software Engineer  /  Team LeadExperience: 3 to 10 yearsJob location: Banashankari ,  BengaluruSoftware Engineer for eCommerce development is primarily respons...",https://www.timesjobs.com/job-detail/senior-software-engineer-team-lead-bengaluru-2soft-solutions-pvt-ltd-bengaluru-bangalore-3-to-10-yrs-jobid-y7Oa1I9q__SLASH____SLASH__RzpSvf__PLUS__uAgZw==&source=srp
.net MVC Developer - Senior Software Engineer,Information Services Group,Bengaluru / Bangalore,4 days ago,2024-02-16,",  net mvc   ,   senior software engineer   ,   devops   ,   automated testing   ,   angular   ,  css  ,  rest api  ,  ajax  ,  jquery  ,  sql  ,  asp.net  ,  html  ,  mvc framework  ,  entity framework  ,  team player  ,  machine learning  ,  ado  ,  javascript  ,  nosql  ,  infrastructure  ,  dhtml",".net MVC Developer - Senior Software Engineer Other Bangalore ,  IndiaApplyDescriptionWanted: dynamic and creative individuals ready to connect with a like-minded team. Youll ...",https://www.timesjobs.com/job-detail/net-mvc-developer-senior-software-engineer-information-services-group-bengaluru-bangalore-4-to-5-yrs-jobid-M8dFbH91lGhzpSvf__PLUS__uAgZw==&source=srp
RSA Senior Software Engineer - iOS Development,RSA SECURITY INDIA PVT LIMITED,Bengaluru / Bangalore,few days ago,2024-02-16,"ios development  ,   software engineering  ,   objective c  ,   swift  ,   mobile development   ,  senior software engineer  ,  graphics  ,  java  ,  messaging  ,  user documentation  ,  software developer  ,  storage  ,  security  ,  git  ,  operating system  ,  access management  ,  svn  ,  problem solving  ,  business environment","RSA Senior Software Engineer - iOS Development Primary Location: Bengaluru ,  IndiaAre you currently an employee with RSA?To view available job opportunities please login to U...",https://www.timesjobs.com/job-detail/rsa-senior-software-engineer-ios-development-rsa-security-india-pvt-limited-bengaluru-bangalore-5-to-8-yrs-jobid-ktI045poX1BzpSvf__PLUS__uAgZw==&source=srp
Aera Technology - Sr. Software Engineer Back End,Aera Technology,"Bengaluru / Bangalore,  Pune",few days ago,2024-02-16,"java development   ,   server side development   ,   api design and implementation   ,   testing and quality assurance   ,   sql and data modeling   ,  jee  ,  spring  ,  apache  ,  data structures  ,  python  ,  javascript  ,  java developer  ,  mockito  ,  memory management  ,  software engineer  ,  san  ,  sql development  ,  junit  ,  operating system","Sr. Software Engineer Back End Cluj-Napoca ,  RomaniaR & D  Engineering 330  / Full-time /  HybridAt Aera Technology ,  we are helping the largest enterprises in the world tra...",https://www.timesjobs.com/job-detail/aera-technology-sr-software-engineer-back-end-aera-technology-bengaluru-bangalore-pune-3-to-8-yrs-jobid-3y5pjqrOQZhzpSvf__PLUS__uAgZw==&source=srp
Test Automation Engineer - System Software Engineer 1,Tessolve Semiconductor Pvt. Ltd.,Bengaluru / Bangalore,few days ago,2024-02-16,"automation testing   ,   playwright  ,   cypress  ,   jmeter   ,   typescript  ,   javascript   ,   java  ,   python   ,   agile software development   ,  mobileapplications  ,  test automation  ,  system software  ,  test engineering  ,  jenkins  ,  san  ,  software testing  ,  system testing  ,  forms",Job Posted On 16-01-2024 20:59:40Company Group Tessolve Semiconductor Private LimitedDepartment ServicesEmployee Type Regular Employee - ConfirmedDesignation System Software E...,https://www.timesjobs.com/job-detail/test-automation-engineer-system-software-engineer-1-tessolve-semiconductor-pvt-ltd-bengaluru-bangalore-3-to-5-yrs-jobid-VQNwZY5xCRtzpSvf__PLUS__uAgZw==&source=srp
"Nielsen - Manager ,  Software Engineer  ( Big Data )",Nielsen Research Ltd. Co.,Bengaluru / Bangalore,5 days ago,2024-02-16,"software engineering   ,   big data   ,   cloud implementation   ,   project management   ,   leadership   ,  orchestration  ,  information technology  ,  apache  ,  java  ,  shell scripting  ,  mysql  ,  python  ,  oracle  ,  unix  /  linux  ,  hive  ,  scala  ,  docker  ,  security  ,  git  ,  postgresql  ,  json  ,  hadoop  ,  technical skills  ,  rdbms  ,  written communication","Manager ,  Software Engineer  ( Big Data )  Bangalore ,  IndiaTechnology  Engineering  /  Full Time  /  HybridAt Nielsen ,  we believe that career growth is a partnership. You...",https://www.timesjobs.com/job-detail/nielsen-manager-software-engineer-big-data-nielsen-research-ltd-co-bengaluru-bangalore-5-to-8-yrs-jobid-a0LLDCib6zVzpSvf__PLUS__uAgZw==&source=srp
Sr Software Engineer - Salesforce Developer in Bengaluru at Notified,notified,Bengaluru / Bangalore,5 days ago,2024-02-16,"salesforce development   ,   technical skills   ,   cross industry standard methodologies   ,   data management and governance   ,   communication skills   ,  sso  ,  apex  ,  java  ,  press  ,  visualforce  ,  github  ,  triggers  ,  javascript  ,  soap  ,  process builder  ,  jquery  ,  salesforce developer  ,  rest","For this opening we will consider candidates from the following locations: Bangalore ,  Karnataka ,  IndiaDay to day responsibilities of the role include ,  but are not limite...",https://www.timesjobs.com/job-detail/sr-software-engineer-salesforce-developer-in-bengaluru-at-notified-notified-bengaluru-bangalore-6-to-9-yrs-jobid-ODFeVHie0ydzpSvf__PLUS__uAgZw==&source=srp
Senior Software Engineer - UI / UX Expert,eurofins it solutions pvt ltd,Bengaluru / Bangalore,few days ago,2024-02-16,"ui  /  ux design  ,   angular  ,   user testing  ,   frontend technologies  ,   communication skills   ,  user research  ,  photoshop  ,  erp  /  crm  ,  wireframes  ,  ux designer  ,  composition  ,  information management  ,  software delivery  ,  mobile  ,  user experience  ,  designing  ,  interaction design  ,  illustrator","Senior Software Engineer - UI / UX ExpertFull-timeCompany DescriptionAbout EurofinsEurofins Scientific is an international life sciences company ,  providing a unique range of...",https://www.timesjobs.com/job-detail/senior-software-engineer-ui-ux-expert-eurofins-it-solutions-pvt-ltd-bengaluru-bangalore-5-to-7-yrs-jobid-E9Zx2UCp5YxzpSvf__PLUS__uAgZw==&source=srp
Sr Software Engineer  ( Drupal )  in Bengaluru at Notified,notified,Bengaluru / Bangalore,few days ago,2024-02-16,"drupal development   ,   lamp stack   ,   php   ,   agile methodology   ,   frontend and backend development   ,  css  ,  symfony  ,  apache  ,  xml  ,  mysql  ,  html  ,  api  ,  javascript  ,  dhtml  ,  bootstrap  ,  docker  ,  database  ,  git  ,  testing tools  ,  linux  ,  composer","Job Description For this opening we will consider candidates from the following locations: Bangalore , Karnataka , India |We are looking for individuals who love to code and w...",https://www.timesjobs.com/job-detail/sr-software-engineer-drupal-in-bengaluru-at-notified-notified-bengaluru-bangalore-10-to-13-yrs-jobid-SJxJwjDcY1VzpSvf__PLUS__uAgZw==&source=srp
"Iron Mountain Jobs - Software Engineer in Bangalore ,  India",iron mountain india pvt ltd,Bengaluru / Bangalore,few days ago,2024-02-16,"software design and documentation   ,   coding  ,   unit testing and integration   ,   participating in review process   ,   web application development   ,   javascript  ,   html and css   ,  information technology  ,  storage  ,  ajax  ,  jquery  ,  sql  ,  git  ,  asp.net  ,  mvc  ,  mongodb  ,  c#  ,  rest  ,  cloud services  ,  oracle  ,  information management","At Iron Mountain we know that work ,  when done well ,  makes a positive impact for our customers ,  our employees ,  and our planet. Thats why we need smart ,  committed peop...",https://www.timesjobs.com/job-detail/iron-mountain-jobs-software-engineer-in-bangalore-india-iron-mountain-india-pvt-ltd-bengaluru-bangalore-2-to-5-yrs-jobid-ZUzFNAOGUmhzpSvf__PLUS__uAgZw==&source=srp
"Software Engineer  ( .net ,  c# ,  Angular )  in Bengaluru at Notified",notified,Bengaluru / Bangalore,few days ago,2024-02-16,",  net development   ,   coding   ,   communication skills   ,   application development   ,   frontend development   ,  hosting  ,  microservices  ,  iis  ,  .net framework  ,  technical specifications  ,  sql server  ,  saas  ,  web application development","Job Description For this opening we will consider candidates from the following locations: Bangalore , Karnataka , India |Exciting opportunity in Bangalore ,  India for a .net...",https://www.timesjobs.com/job-detail/software-engineer-net-c-angular-in-bengaluru-at-notified-notified-bengaluru-bangalore-5-to-9-yrs-jobid-rNQk4rr4wI9zpSvf__PLUS__uAgZw==&source=srp
"Senior Software Engineer ,  Cloud Backend ,  India",evertz,Bengaluru / Bangalore,few days ago,2024-02-16,"python  ,   java  ,   aws cloud computing  ,   api design  ,   microservices architecture   ,  iptv  ,  satellite  ,  mongodb  ,  rest  ,  nosql  ,  infrastructure  ,  gateway",Were looking for talented and passionate developers and architects to join our cloud-based backend development team. We are building a collection of services that will be used...,https://www.timesjobs.com/job-detail/senior-software-engineer-cloud-backend-india-evertz-bengaluru-bangalore-4-to-6-yrs-jobid-7iFDr9Ldu5JzpSvf__PLUS__uAgZw==&source=srp
"Sr. Software Engineer  ( Linux ,  BSP ,  Device Drivers )",Jenesys Technologies,Bengaluru / Bangalore,few days ago,2024-02-16,"usb  ,  i2s  ,  uart  ,  i2c  ,  arm  ,  gpio  ,  professionals  ,   mature development processes  ,","Sr. Software Engineer  ( Linux ,  BSP ,  Device Drivers ) Title: Software Engineer  /  Senior Software Engineer  ( Linux ,  BSP ,  Device Driver ) Skillset: Strong system C pr...",https://www.timesjobs.com/job-detail/sr-software-engineer-linux-bsp-device-drivers-jenesys-technologies-bengaluru-bangalore-3-to-7-yrs-jobid-j1bWvHZyMdRzpSvf__PLUS__uAgZw==&source=srp
Senior Software Engineer  ( Cognos TM1 Developer ),eurofins it solutions pvt ltd,"Chennai,  Bengaluru / Bangalore,  Noida/Greater Noida",few days ago,2024-02-16,"cognos tm development   ,   cognos analytics   ,   financial reporting   ,   data analysis   ,   multidimensional environment   ,  director  ,  bi  ,  cognos bi  ,  security  ,  tm1  ,  analysis studio  ,  olap  ,  forms",Senior Software Engineer  ( Cognos TM1 Developer ) Full-timeCompany DescriptionAbout Eurofins  the global leader in bio-analysisEurofins is Testing for Life. The Eurofins netw...,https://www.timesjobs.com/job-detail/senior-software-engineer-cognos-tm1-developer-eurofins-it-solutions-pvt-ltd-chennai-bengaluru-bangalore-noida-greater-noida-6-to-9-yrs-jobid-lOasDdZTFXVzpSvf__PLUS__uAgZw==&source=srp
Senior Software Engineer RR / 1282 / 2023,eMids Technologies Pvt Ltd,"Bengaluru / Bangalore,  Noida/Greater Noida",few days ago,2024-02-16,"react  ,  js   ,   python   ,   front end technology   ,   api design   ,   ci  /  cd tools   ,  react.js  ,  database  ,  security  ,  mobile","This is us ,  your new colleagues!Our organization is based on people and great teamwork.We work at the intersection of design ,  engineering and domain expertise ,  our passi...",https://www.timesjobs.com/job-detail/senior-software-engineer-rr-1282-2023-emids-technologies-pvt-ltd-bengaluru-bangalore-noida-greater-noida-6-to-9-yrs-jobid-Zesb5SXAKFlzpSvf__PLUS__uAgZw==&source=srp
Senior Software Engineer- Web Portal Development  ( Knockout ),aeries technology group  ( sabre industries ),Bengaluru / Bangalore,few days ago,2024-02-16,"information technology  ,  t-sql  ,  atg  ,  asp.net  ,  mvc  ,  c#  ,  entity framework  ,  infrastructure",About the Role: Solves moderately difficult problems within functional area with minimal supervision Plans and completes assignments independently Leads smaller independent in...,https://www.timesjobs.com/job-detail/senior-software-engineer-web-portal-development-knockout-aeries-technology-group-sabre-industries-bengaluru-bangalore-2-to-5-yrs-jobid-N0fUyHD67__PLUS__ZzpSvf__PLUS__uAgZw==&source=srp
Senior Software Engineer - APPL FRAMEWORK  /  MIDDLEWARE - ANDROID,"2COMS Consulting Pvt Ltd
     (More Jobs)",(More Jobs),few days ago,2024-02-16,"Android  ,   Automotive","Our Client is an Indian multinational technology company ,  a pioneer in Product Engineering  &  Digital Transformation delivering concept to market and chip to cognition R & ...",https://www.timesjobs.com/job-detail/senior-software-engineer-appl-framework-middleware-android-2coms-bengaluru-bangalore-3-to-7-yrs-jobid-VQqQu6oKyI1zpSvf__PLUS__uAgZw==&source=srp
